level	kind	group	se	cn_mean	nearest_gene	dist_kb
OncotreeLineage	rescued	Peripheral Nervous System	USE_10564	1.092	MSI1	6
OncotreeLineage	rescued	Lymphoid	USE_37124	1.096	SH2B2	12
OncotreeLineage	rescued	Bone	USE_14474	1.09	RHCG	9
OncotreeLineage	rescued	Bone	USE_723	1.162	MATN1	458
OncotreeLineage	rescued	Lymphoid	USE_12668	1.027	RAD51B	7
OncotreeLineage	rescued	Peripheral Nervous System	USE_2303	1.154	PPIAL4E	201
OncotreeLineage	rescued	Lymphoid	USE_17238	1.097	CLTC	15
OncotreeLineage	rescued	Peripheral Nervous System	USE_20231	1.155	CMPK2	328
OncotreeLineage	rescued	Peripheral Nervous System	USE_2313	1.154	SRGAP2B	197
OncotreeLineage	rescued	Lymphoid	USE_35305	1.001	TAGAP	3
OncotreeLineage	rescued	Lymphoid	USE_18598	1.033	TXNL1	414
OncotreeLineage	rescued	Peripheral Nervous System	USE_25000	1.16	MYT1	25
OncotreeLineage	rescued	Bone	USE_23447	1.061	UGT1A8	67
OncotreeLineage	rescued	Lymphoid	USE_1846	0.934	S1PR1	148
OncotreeLineage	rescued	Bowel	USE_17847	1.181	AATK	6
OncotreeLineage	rescued	Lung	USE_15032	1.046	NPIPA8	177
OncotreeLineage	rescued	Esophagus/Stomach	USE_17408	1.103	AXIN2	28
OncotreeLineage	rescued	Bone	USE_34814	1.014	ARG1	143
OncotreeLineage	rescued	Lung	USE_37816	1.013	C7orf33	555
OncotreeLineage	rescued	Skin	USE_6089	0.894	BAG3	29
OncotreeLineage	rescued	Lymphoid	USE_24357	1.115	DHX35	829
OncotreeLineage	rescued	Myeloid	USE_4580	0.972	CELF2	97
OncotreeLineage	rescued	Myeloid	USE_18468	1.013	SLC14A1	49
OncotreeLineage	rescued	Skin	USE_5084	0.888	ANTXRL	85
OncotreeLineage	rescued	Lymphoid	USE_24659	1.038	NFATC2	67
OncotreeLineage	rescued	Myeloid	USE_42275	0.82	AKAP17A	26
OncotreeLineage	rescued	Bone	USE_6901	1.135	API5	274
OncotreeLineage	rescued	Bowel	USE_30854	1.148	NKD2	42
OncotreeLineage	rescued	Skin	USE_14609	1.15	ARRDC4	315
OncotreeLineage	rescued	Liver	USE_8485	1.042	SLC6A13	4
OncotreeLineage	rescued	Skin	USE_14458	1.135	ISG20	3
OncotreeLineage	rescued	Soft Tissue	USE_10727	0.931	GLT1D1	151
OncotreeLineage	rescued	Lymphoid	USE_37853	1.128	ATP6V0E2	80
OncotreeLineage	rescued	Lymphoid	USE_4581	0.972	CELF2	111
OncotreeLineage	rescued	Lymphoid	USE_22283	0.955	CXCR4	275
OncotreeLineage	rescued	Lymphoid	USE_27396	0.921	FOXP1	173
OncotreeLineage	rescued	Lymphoid	USE_20064	1.027	LILRA1	14
OncotreeLineage	rescued	Lymphoid	USE_11011	0.945	B3GLCT	54
OncotreeLineage	rescued	Lymphoid	USE_34878	1.011	HBS1L	82
OncotreeLineage	rescued	Breast	USE_20580	1.116	RHOB	26
OncotreeLineage	rescued	Skin	USE_18138	0.91	SLC35G4	239
OncotreeLineage	rescued	Peripheral Nervous System	USE_38902	1.004	CLVS1	139
OncotreeLineage	rescued	Lymphoid	USE_13065	1.003	TCL1B	7
OncotreeLineage	rescued	Bone	USE_6894	1.046	LRRC4C	1325
OncotreeLineage	rescued	Lymphoid	USE_29803	0.976	MOB1B	27
OncotreeLineage	rescued	Lymphoid	USE_30502	1.029	TMEM131L	25
OncotreeLineage	rescued	Peripheral Nervous System	USE_32951	0.983	TSPAN17	83
OncotreeLineage	rescued	Lymphoid	USE_35894	1.102	IGF2BP3	18
OncotreeLineage	rescued	Myeloid	USE_29788	0.831	UGT2B28	27
OncotreeLineage	rescued	Myeloid	USE_6995	0.988	SPI1	10
OncotreeLineage	rescued	Peripheral Nervous System	USE_36280	1.159	NACAD	4
OncotreeLineage	rescued	Bone	USE_18613	1.007	ATP8B1	132
OncotreeLineage	rescued	Myeloid	USE_20500	1.011	CYRIA	194
OncotreeLineage	rescued	Lymphoid	USE_34452	0.956	MAP3K7	170
OncotreeLineage	rescued	Myeloid	USE_10958	1.027	PAN3	52
OncotreeLineage	rescued	Skin	USE_15849	0.95	WFDC1	9
OncotreeLineage	rescued	Head and Neck	USE_23566	0.925	ASB1	46
OncotreeLineage	rescued	Bone	USE_11484	0.91	SLAIN1	37
OncotreeLineage	rescued	Bone	USE_6924	1.16	EXT2	8
OncotreeLineage	rescued	Lymphoid	USE_38065	0.977	MYOM2	90
OncotreeLineage	rescued	Lymphoid	USE_28659	1.052	KCNMB2	156
OncotreeLineage	rescued	Head and Neck	USE_42155	1.411	OLFM1	127
OncotreeLineage	rescued	Lymphoid	USE_24429	1.107	PKIG	17
OncotreeLineage	rescued	Breast	USE_39620	2.009	EIF3H	532
OncotreeLineage	rescued	Peripheral Nervous System	USE_41869	1.054	LMX1B	104
OncotreeLineage	rescued	Peripheral Nervous System	USE_9029	1.075	ITPR2	160
OncotreeLineage	rescued	Skin	USE_12868	0.836	NRXN3	403
OncotreeLineage	rescued	Myeloid	USE_15140	0.934	CHP2	102
OncotreeLineage	rescued	Liver	USE_8473	1.008	B3GAT1	532
OncotreeLineage	rescued	CNS/Brain	USE_40283	0.948	KHDRBS3	1021
OncotreeLineage	rescued	Lung	USE_8863	1.115	MGST1	50
OncotreeLineage	rescued	Breast	USE_33802	1.2	IP6K3	2
OncotreeLineage	rescued	Lymphoid	USE_21426	1.096	FBXO48	40
OncotreeLineage	rescued	Myeloid	USE_2907	1.171	RCSD1	43
OncotreeLineage	rescued	Liver	USE_1233	1.013	CPT2	22
OncotreeLineage	rescued	Liver	USE_3060	1.034	COP1	73
OncotreeLineage	rescued	Myeloid	USE_39885	1.473	MTSS1	150
OncotreeLineage	rescued	Testis	USE_907	1.625	RRAGC	233
OncotreeLineage	rescued	Lymphoid	USE_33398	1.015	JARID2	472
OncotreeLineage	rescued	Peripheral Nervous System	USE_19846	0.896	GNG8	4
OncotreeLineage	rescued	Head and Neck	USE_18743	0.63	CD226	50
OncotreeLineage	rescued	Skin	USE_12352	0.898	GNG2	23
OncotreeLineage	rescued	Peripheral Nervous System	USE_24969	1.239	KCNQ2	13
OncotreeLineage	rescued	Skin	USE_19378	0.998	UQCRFS1	1815
OncotreeLineage	rescued	Myeloid	USE_13437	0.985	GOLGA8R	17
OncotreeLineage	rescued	Myeloid	USE_18873	1.009	PRSS57	4
OncotreeLineage	rescued	Lymphoid	USE_13283	1.243	TMEM121	3
OncotreeLineage	rescued	Lymphoid	USE_30143	1.001	RPL34	64
OncotreeLineage	rescued	Bone	USE_5904	0.993	XPNPEP1	471
OncotreeLineage	rescued	Lymphoid	USE_33355	1.068	SIRT5	68
OncotreeLineage	rescued	Bowel	USE_10072	1.06	EEA1	164
OncotreeLineage	rescued	Soft Tissue	USE_26912	0.981	EXOG	26
OncotreeLineage	rescued	Bone	USE_29959	0.871	GPAT3	154
OncotreeLineage	rescued	Esophagus/Stomach	USE_12295	1.239	RPS29	292
OncotreeLineage	rescued	Lymphoid	USE_24502	1.074	ZMYND8	24
OncotreeLineage	rescued	Peripheral Nervous System	USE_20599	1.219	TDRD15	151
OncotreeLineage	rescued	Skin	USE_11389	0.998	KLHL1	681
OncotreeLineage	rescued	Lymphoid	USE_11145	1.002	ELF1	21
OncotreeLineage	rescued	Lymphoid	USE_19074	1.044	CERS4	39
OncotreeLineage	rescued	Skin	USE_25817	0.937	ZNF280B	17
OncotreeLineage	rescued	Lymphoid	USE_41588	1.003	PALM2AKAP2	73
OncotreeLineage	rescued	Lymphoid	USE_36460	0.96	ZNF479	210
OncotreeLineage	rescued	Lymphoid	USE_21430	1.084	ARHGAP25	22
OncotreeLineage	rescued	Lymphoid	USE_22716	0.945	MTX2	454
OncotreeLineage	rescued	Myeloid	USE_14390	1.114	ZSCAN2	15
OncotreeLineage	rescued	Peripheral Nervous System	USE_31370	0.996	ISL1	618
OncotreeLineage	rescued	Lymphoid	USE_11380	0.894	PCDH9	228
OncotreeLineage	rescued	Bowel	USE_9871	1.09	PHLDA1	68
OncotreeLineage	rescued	Peripheral Nervous System	USE_36247	1.218	UBE2D4	3
OncotreeLineage	rescued	Head and Neck	USE_14471	1.115	POLG	58
OncotreeLineage	rescued	Lymphoid	USE_10123	1.011	NDUFA12	122
OncotreeLineage	rescued	Peripheral Nervous System	USE_20498	14.159	CYRIA	214
OncotreeLineage	rescued	Lymphoid	USE_25999	1.045	OSM	2
OncotreeLineage	rescued	Lymphoid	USE_2699	1.294	FCRL5	24
OncotreeLineage	rescued	Lymphoid	USE_34884	1.007	AHI1	67
OncotreeLineage	rescued	Myeloid	USE_18469	1.037	SLC14A1	31
OncotreeLineage	rescued	Myeloid	USE_15914	0.965	IRF8	76
OncotreeLineage	rescued	Lymphoid	USE_41359	1.035	WNK2	33
OncotreeLineage	rescued	Bone	USE_29207	0.916	HTT	19
OncotreeLineage	rescued	Skin	USE_2126	1.019	IGSF3	58
OncotreeLineage	rescued	Skin	USE_21901	1.036	NCK2	205
OncotreeLineage	rescued	Peripheral Nervous System	USE_15450	1.035	SLC6A2	33
OncotreeLineage	rescued	Lymphoid	USE_42024	1.036	FAM78A	34
OncotreeLineage	rescued	Lymphoid	USE_6171	0.928	GPR26	149
OncotreeLineage	rescued	CNS/Brain	USE_12069	0.813	FOXG1	1
OncotreeLineage	rescued	Breast	USE_38637	1.344	TCIM	251
OncotreeLineage	rescued	Bone	USE_23966	0.961	SLC24A3	250
OncotreeLineage	rescued	Bone	USE_7377	1.274	CCND1	25
OncotreeLineage	rescued	Lymphoid	USE_31138	1.029	SUB1	29
OncotreeLineage	rescued	Lymphoid	USE_34924	0.933	OLIG3	61
OncotreeLineage	rescued	Myeloid	USE_16678	1.01	MRM1	122
OncotreeLineage	rescued	Peripheral Nervous System	USE_18376	0.87	NOL4	121
OncotreeLineage	rescued	Liver	USE_34807	1.284	SMLR1	10
OncotreeLineage	rescued	Lymphoid	USE_23466	0.966	ARL4C	203
OncotreeLineage	rescued	Myeloid	USE_28309	1.004	MBNL1	109
OncotreeLineage	rescued	Eye	USE_37424	0.953	GPR37	117
OncotreeLineage	rescued	Breast	USE_20252	0.972	RNF144A	780
OncotreeLineage	rescued	Lymphoid	USE_11232	0.974	RUBCNL	45
OncotreeLineage	rescued	Breast	USE_21619	1.027	CAPG	9
OncotreeLineage	rescued	Peripheral Nervous System	USE_3761	1.37	PROX1	143
OncotreeLineage	rescued	Head and Neck	USE_10798	1.03	FBRSL1	0
OncotreeLineage	rescued	Lymphoid	USE_29773	0.959	STAP1	4
OncotreeLineage	rescued	Lymphoid	USE_12307	1.068	VCPKMT	23
OncotreeLineage	rescued	Lymphoid	USE_19152	1.04	ACP5	5
OncotreeLineage	rescued	Skin	USE_26725	0.962	KAT2B	23
OncotreeLineage	rescued	Testis	USE_21665	1.054	PLGLB2	355
OncotreeLineage	rescued	Lymphoid	USE_42478	0.577	PPP1R2C	167
OncotreeLineage	rescued	Lymphoid	USE_35674	1.1	C1GALT1	44
OncotreeLineage	rescued	Lymphoid	USE_32674	1.047	CLINT1	354
OncotreeLineage	rescued	Bone	USE_34225	1.04	TINAG	120
OncotreeLineage	rescued	Myeloid	USE_10082	0.994	NUDT4	204
OncotreeLineage	rescued	Skin	USE_37167	1.299	LHFPL3	181
OncotreeLineage	rescued	Skin	USE_28952	1.024	PYDC2	198
OncotreeLineage	rescued	Lymphoid	USE_17180	1.144	CCDC182	19
OncotreeLineage	rescued	Skin	USE_41233	0.8	GAS1	140
OncotreeLineage	rescued	Lymphoid	USE_29335	0.872	HS3ST1	306
OncotreeLineage	rescued	Myeloid	USE_29071	1.06	SLC51A	7
OncotreeLineage	rescued	Lymphoid	USE_36472	1.01	ZNF727	377
OncotreeLineage	rescued	Bone	USE_38746	1.281	SNTG1	378
OncotreeLineage	rescued	Lymphoid	USE_15092	1.083	IGSF6	5
OncotreeLineage	rescued	Skin	USE_19517	0.869	GPR42	22
OncotreeLineage	rescued	Lymphoid	USE_22252	0.929	TMEM163	85
OncotreeLineage	rescued	Bone	USE_27491	0.965	POU1F1	280
OncotreeLineage	rescued	Bone	USE_38215	1.28	TRMT9B	41
OncotreeLineage	rescued	Myeloid	USE_6530	0.975	IRAG1	21
OncotreeLineage	rescued	Bowel	USE_22246	1.015	MGAT5	107
OncotreeLineage	rescued	Bone	USE_38155	1.202	MSRA	139
OncotreeLineage	rescued	Skin	USE_22329	1.012	ARHGAP15	186
OncotreeLineage	rescued	Head and Neck	USE_10524	0.992	KSR2	82
OncotreeLineage	rescued	Myeloid	USE_1984	1.066	CD53	10
OncotreeLineage	rescued	Bone	USE_2835	1.21	CCDC190	6
OncotreeLineage	rescued	Liver	USE_14935	0.944	SNX29	63
OncotreeLineage	rescued	Lymphoid	USE_30798	0.837	TRIML1	482
OncotreeLineage	rescued	Bone	USE_31302	1.106	PLCXD3	96
OncotreeLineage	rescued	Lymphoid	USE_10493	1.024	MED13L	213
OncotreeLineage	rescued	Myeloid	USE_20890	1.005	CDC42EP3	132
OncotreeLineage	rescued	Peripheral Nervous System	USE_16456	0.961	RNF112	6
OncotreeLineage	rescued	Peripheral Nervous System	USE_21401	3.668	ETAA1	79
OncotreeLineage	rescued	Skin	USE_26943	1.035	CTNNB1	201
OncotreeLineage	rescued	Myeloid	USE_21633	1.02	ST3GAL5	23
OncotreeLineage	rescued	Peripheral Nervous System	USE_5942	0.961	ADRA2A	363
OncotreeLineage	rescued	Skin	USE_37230	1.386	SLC26A4	3
OncotreeLineage	rescued	Lymphoid	USE_22332	0.923	GTDC1	106
OncotreeLineage	rescued	Myeloid	USE_2758	1.133	CD84	20
OncotreeLineage	rescued	Lymphoid	USE_19953	0.975	SPIB	0
OncotreeLineage	rescued	Bone	USE_6610	0.983	CALCA	34
OncotreeLineage	rescued	Lung	USE_21215	1.121	CCDC85A	167
OncotreeLineage	rescued	Lymphoid	USE_23295	0.933	DOCK10	44
OncotreeLineage	rescued	Bone	USE_3194	1.206	RGL1	3
OncotreeLineage	rescued	Myeloid	USE_42537	0.695	MAGIX	17
OncotreeLineage	rescued	Lymphoid	USE_13068	1.0	TCL1A	0
OncotreeLineage	rescued	Lymphoid	USE_21338	1.119	SLC1A4	75
OncotreeLineage	rescued	Soft Tissue	USE_29310	1.071	ACOX3	9
OncotreeLineage	rescued	Lymphoid	USE_10604	0.958	MORN3	3
OncotreeLineage	rescued	Lymphoid	USE_9021	1.067	ITPR2	117
OncotreeLineage	rescued	Myeloid	USE_26998	1.003	ZNF445	14
OncotreeLineage	rescued	Myeloid	USE_7758	1.038	CEP295	22
OncotreeLineage	rescued	CNS/Brain	USE_40001	14.478	POU5F1B	26
OncotreeLineage	rescued	Lymphoid	USE_34968	0.924	TXLNB	24
OncotreeLineage	rescued	Bowel	USE_21609	1.127	DNAH6	26
OncotreeLineage	rescued	Skin	USE_8571	1.011	CRACR2A	82
OncotreeLineage	rescued	Skin	USE_19505	0.978	FXYD3	13
OncotreeLineage	rescued	Pancreas	USE_41395	0.946	FANCC	163
OncotreeLineage	rescued	Skin	USE_14311	1.199	MTHFS	140
OncotreeLineage	rescued	Bone	USE_20212	1.012	DCDC2C	376
OncotreeLineage	rescued	Myeloid	USE_8069	1.069	HTR3A	77
OncotreeLineage	rescued	Lymphoid	USE_15993	1.001	ZC3H18	46
OncotreeLineage	rescued	Lymphoid	USE_34529	0.924	PRDM1	57
OncotreeLineage	rescued	Bone	USE_34179	1.062	IL17A	124
OncotreeLineage	rescued	Myeloid	USE_28015	0.956	TRH	23
OncotreeLineage	rescued	Lymphoid	USE_2729	1.145	IFI16	17
OncotreeLineage	rescued	Myeloid	USE_13470	1.018	GOLGA8O	9
OncotreeLineage	rescued	Peripheral Nervous System	USE_12406	1.034	GCH1	58
OncotreeLineage	rescued	Lymphoid	USE_8965	1.116	IRAG2	9
OncotreeLineage	rescued	Lymphoid	USE_5605	0.956	PTEN	196
OncotreeLineage	rescued	Lymphoid	USE_11293	0.992	DLEU7	88
OncotreeLineage	rescued	Myeloid	USE_4530	0.961	SFMBT2	247
OncotreeLineage	rescued	Lymphoid	USE_39122	1.188	TPD52	35
OncotreeLineage	rescued	Lymphoid	USE_14895	1.08	DEXI	29
OncotreeLineage	rescued	Lymphoid	USE_13066	1.0	TCL1A	7
OncotreeLineage	rescued	Lung	USE_22301	0.783	NXPH2	1151
OncotreeLineage	rescued	Lymphoid	USE_13311	1.243	TMEM121	824
OncotreeLineage	rescued	Skin	USE_12193	0.842	BRMS1L	106
OncotreeLineage	rescued	Skin	USE_31809	0.972	TMEM167A	328
OncotreeLineage	rescued	Skin	USE_11492	1.119	EDNRB	39
OncotreeLineage	rescued	Bone	USE_35818	1.161	HDAC9	242
OncotreeLineage	rescued	Bone	USE_28984	1.177	HES1	239
OncotreeLineage	rescued	Lymphoid	USE_21238	1.112	BCL11A	615
OncotreeLineage	rescued	Ovary/Fallopian Tube	USE_10141	1.066	USP44	90
OncotreeLineage	rescued	Skin	USE_24282	1.273	DLGAP4	16
OncotreeLineage	rescued	Skin	USE_9868	1.076	PHLDA1	139
OncotreeLineage	rescued	Lymphoid	USE_21115	0.963	MSH6	38
OncotreeLineage	rescued	Lymphoid	USE_34418	0.939	SPACA1	165
OncotreeLineage	rescued	Soft Tissue	USE_31651	1.038	PTCD2	34
OncotreeLineage	rescued	Liver	USE_35423	1.022	AFDN	223
OncotreeLineage	rescued	Breast	USE_4558	1.142	GATA3	850
OncotreeLineage	rescued	Skin	USE_23556	0.94	ILKAP	1
OncotreeLineage	rescued	Peripheral Nervous System	USE_37931	1.084	DPP6	28
OncotreeLineage	rescued	Soft Tissue	USE_27350	1.033	LRIG1	253
OncotreeLineage	rescued	Bone	USE_18652	1.067	GRP	4
OncotreeLineage	rescued	Lymphoid	USE_25096	0.986	HSPA13	76
OncotreeLineage	rescued	Skin	USE_876	1.007	GRIK3	216
OncotreeLineage	rescued	Lymphoid	USE_36384	1.156	IKZF1	3
OncotreeLineage	rescued	Bone	USE_10848	0.957	MRPL57	20
OncotreeLineage	rescued	Lymphoid	USE_38749	1.025	SNTG1	282
OncotreeLineage	rescued	Soft Tissue	USE_1942	1.176	AMIGO1	13
OncotreeLineage	rescued	Lymphoid	USE_11654	1.077	GPR18	0
OncotreeLineage	rescued	Testis	USE_437	1.202	KLHDC7A	65
OncotreeLineage	rescued	Lymphoid	USE_36380	1.156	IKZF1	86
OncotreeLineage	rescued	Bone	USE_41223	0.968	GAS1	297
OncotreeLineage	rescued	Lymphoid	USE_9753	1.07	SLC35E3	2
OncotreeLineage	rescued	Lung	USE_39164	1.125	RALYL	371
OncotreeLineage	rescued	Bone	USE_1415	1.167	UBE2U	127
OncotreeLineage	rescued	Lymphoid	USE_38775	1.092	OPRK1	33
OncotreeLineage	rescued	Lymphoid	USE_32703	1.009	RNF145	131
OncotreeLineage	rescued	Lymphoid	USE_18394	1.052	INO80C	8
OncotreeLineage	rescued	Myeloid	USE_31508	0.922	DEPDC1B	394
OncotreeLineage	rescued	Lymphoid	USE_14697	0.991	FAM234A	6
OncotreeLineage	rescued	Breast	USE_25445	0.981	DSCAM	46
OncotreeLineage	rescued	Lymphoid	USE_10050	1.024	BTG1	221
OncotreeLineage	rescued	Peripheral Nervous System	USE_21388	3.668	ETAA1	397
OncotreeLineage	rescued	Myeloid	USE_22768	1.065	ITGA4	46
OncotreeLineage	rescued	Lung	USE_20518	1.052	CYRIA	105
OncotreeLineage	rescued	Myeloid	USE_19358	1.005	ZNF429	59
OncotreeLineage	rescued	Skin	USE_1386	1.04	ATG4C	186
OncotreeLineage	rescued	Lymphoid	USE_27744	0.946	TIGIT	138
OncotreeLineage	rescued	Myeloid	USE_11785	1.106	IRS2	366
OncotreeLineage	rescued	Soft Tissue	USE_42676	0.638	NRK	12
OncotreeLineage	rescued	Myeloid	USE_4532	0.961	SFMBT2	200
OncotreeLineage	rescued	Bone	USE_12640	1.146	PALS1	7
OncotreeLineage	rescued	Skin	USE_32181	0.969	SLC12A2	124
OncotreeLineage	rescued	Bowel	USE_41408	1.123	PTCH1	244
OncotreeLineage	rescued	Prostate	USE_29477	0.925	STIM2	1188
OncotreeLineage	rescued	Skin	USE_285	0.964	EXOSC10	26
OncotreeLineage	rescued	Breast	USE_39550	1.455	TRHR	195
OncotreeLineage	rescued	Peripheral Nervous System	USE_13145	0.944	WDR25	29
OncotreeLineage	rescued	Bone	USE_40079	2.198	MYC	786
OncotreeLineage	rescued	Bowel	USE_35550	1.214	ELFN1	35
OncotreeLineage	rescued	Myeloid	USE_11471	1.118	KCTD12	135
OncotreeLineage	rescued	Lymphoid	USE_24191	1.12	C20orf203	20
OncotreeLineage	rescued	Lymphoid	USE_32752	0.947	MAT2B	404
OncotreeLineage	rescued	Skin	USE_6233	0.88	C10orf90	46
OncotreeLineage	rescued	Bladder/Urinary Tract	USE_41579	1.174	PTPN3	100
OncotreeLineage	rescued	Breast	USE_30887	1.398	IRX2	52
OncotreeLineage	rescued	Lymphoid	USE_10051	1.024	BTG1	226
OncotreeLineage	rescued	Peripheral Nervous System	USE_36238	1.182	STK17A	84
OncotreeLineage	rescued	Peripheral Nervous System	USE_3641	1.409	CD34	107
OncotreeLineage	rescued	Peripheral Nervous System	USE_35615	1.124	SDK1	359
OncotreeLineage	rescued	Myeloid	USE_29649	1.065	TEC	1
OncotreeLineage	rescued	Lymphoid	USE_31723	1.03	IQGAP2	10
OncotreeLineage	rescued	Lymphoid	USE_31360	0.965	EMB	17
OncotreeLineage	rescued	Lymphoid	USE_33189	1.052	FARS2	38
OncotreeLineage	rescued	Lymphoid	USE_21783	0.997	ZAP70	11
OncotreeLineage	rescued	Skin	USE_3288	1.128	RGS21	78
OncotreeLineage	rescued	Liver	USE_19472	1.113	CEBPG	20
OncotreeLineage	rescued	Peripheral Nervous System	USE_2572	1.37	GATAD2B	25
OncotreeLineage	rescued	Myeloid	USE_8543	0.946	FKBP4	105
OncotreeLineage	rescued	Lymphoid	USE_31293	1.048	TTC33	147
OncotreeLineage	rescued	Breast	USE_32348	1.077	SIL1	28
OncotreeLineage	rescued	Skin	USE_25073	1.068	TPTE	878
OncotreeLineage	rescued	CNS/Brain	USE_8270	1.006	GRAMD1B	87
OncotreeLineage	rescued	Lymphoid	USE_29454	0.958	SMIM20	25
OncotreeLineage	rescued	Peripheral Nervous System	USE_16992	1.609	COPZ2	18
OncotreeLineage	rescued	Pancreas	USE_18716	0.677	SERPINB5	16
OncotreeLineage	rescued	Peripheral Nervous System	USE_7468	1.03	CLPB	19
OncotreeLineage	rescued	Peripheral Nervous System	USE_31369	0.996	ISL1	604
OncotreeLineage	rescued	Skin	USE_35849	1.25	SP8	110
OncotreeLineage	rescued	Lymphoid	USE_35530	1.089	CYP2W1	13
OncotreeLineage	rescued	Skin	USE_33472	1.504	NHLRC1	27
OncotreeLineage	rescued	Breast	USE_38419	0.776	CCDC25	46
OncotreeLineage	rescued	Skin	USE_23284	0.989	SERPINE2	99
OncotreeLineage	rescued	Lung	USE_39952	1.905	LRATD2	149
OncotreeLineage	rescued	Lymphoid	USE_32158	0.97	LMNB1	51
OncotreeLineage	rescued	Testis	USE_29995	0.905	SPP1	56
OncotreeLineage	rescued	Bone	USE_8377	1.018	BARX2	130
OncotreeLineage	rescued	Skin	USE_25254	1.047	URB1	15
OncotreeLineage	rescued	Esophagus/Stomach	USE_13587	0.972	PHGR1	4
OncotreeLineage	rescued	Esophagus/Stomach	USE_39581	1.107	CSMD3	597
OncotreeLineage	rescued	Lymphoid	USE_41304	1.018	SYK	73
OncotreeLineage	rescued	Lymphoid	USE_39150	1.211	PAG1	105
OncotreeLineage	rescued	Myeloid	USE_2773	1.153	CD244	10
OncotreeLineage	rescued	Lymphoid	USE_28340	1.018	MME	7
OncotreeLineage	rescued	Bone	USE_40148	1.521	ASAP1	208
OncotreeLineage	rescued	Lung	USE_14936	1.057	SNX29	24
OncotreeLineage	rescued	Lymphoid	USE_5714	1.021	DNTT	14
OncotreeLineage	rescued	Lymphoid	USE_13604	1.007	INO80	32
OncotreeLineage	rescued	Myeloid	USE_21173	1.036	SPTBN1	135
OncotreeLineage	rescued	Skin	USE_4123	1.167	DISC1	90
OncotreeLineage	rescued	Myeloid	USE_28300	1.044	SUCNR1	5
OncotreeLineage	rescued	Ovary/Fallopian Tube	USE_36585	0.918	GALNT17	114
OncotreeLineage	rescued	Peripheral Nervous System	USE_3266	1.249	PLA2G4A	966
OncotreeLineage	rescued	Skin	USE_27431	1.29	PDZRN3	64
OncotreeLineage	rescued	Bone	USE_42547	0.97	XAGE1B	1
OncotreeLineage	rescued	Lymphoid	USE_33051	1.122	DUSP22	22
OncotreeLineage	rescued	Lymphoid	USE_1633	0.943	HS2ST1	43
OncotreeLineage	rescued	Breast	USE_32188	1.0	ISOC1	25
OncotreeLineage	rescued	Peripheral Nervous System	USE_20439	16.757	DDX1	160
OncotreeLineage	rescued	Bone	USE_31240	1.103	WDR70	8
OncotreeLineage	rescued	Lymphoid	USE_39535	1.102	ANGPT1	63
OncotreeLineage	rescued	Lymphoid	USE_17690	1.06	RHBDF2	4
OncotreeLineage	rescued	Myeloid	USE_40887	0.958	GLIPR2	1
OncotreeLineage	rescued	Myeloid	USE_15758	0.886	NUDT7	51
OncotreeLineage	rescued	Lymphoid	USE_22345	0.929	ZEB2	263
OncotreeLineage	rescued	Lymphoid	USE_21091	0.993	TTC7A	3
OncotreeLineage	rescued	Kidney	USE_13011	0.808	BTBD7	3
OncotreeLineage	rescued	Lymphoid	USE_29709	0.971	LNX1	168
OncotreeLineage	rescued	Lymphoid	USE_22764	1.003	ITGA4	187
OncotreeLineage	rescued	Lymphoid	USE_6021	0.959	TRUB1	43
OncotreeLineage	rescued	Bone	USE_40761	0.479	MTAP	80
OncotreeLineage	rescued	Lung	USE_24022	0.873	NKX2-2	76
OncotreeLineage	rescued	Bone	USE_20784	1.124	YPEL5	26
OncotreeLineage	rescued	Peripheral Nervous System	USE_22791	1.093	FRZB	10
OncotreeLineage	rescued	Lymphoid	USE_34967	0.924	TXLNB	20
OncotreeLineage	rescued	Lung	USE_8008	1.183	POU2AF1	104
OncotreeLineage	rescued	Lymphoid	USE_30909	0.986	ADAMTS16	697
OncotreeLineage	rescued	Lymphoid	USE_11722	0.906	SLC10A2	23
OncotreeLineage	rescued	Lymphoid	USE_42025	1.036	FAM78A	28
OncotreeLineage	rescued	Myeloid	USE_2293	1.047	FAM72C	89
OncotreeLineage	rescued	Lymphoid	USE_5712	0.999	BLNK	42
OncotreeLineage	rescued	Skin	USE_36834	1.285	SEMA3D	573
OncotreeLineage	rescued	Lung	USE_18646	1.061	SEC11C	52
OncotreeLineage	rescued	Bone	USE_1681	1.148	ZNF326	53
OncotreeLineage	rescued	Bone	USE_38580	1.353	ADRB3	7
OncotreeLineage	rescued	Peripheral Nervous System	USE_41726	0.961	TLR4	307
OncotreeLineage	rescued	Myeloid	USE_34739	1.059	TRDN	80
OncotreeLineage	rescued	Lymphoid	USE_31355	0.955	HCN1	318
OncotreeLineage	rescued	Lymphoid	USE_20655	1.082	DNMT3A	117
OncotreeLineage	rescued	Myeloid	USE_12930	0.957	FOXN3	23
OncotreeLineage	rescued	Lymphoid	USE_35531	1.089	CYP2W1	9
OncotreeLineage	rescued	Peripheral Nervous System	USE_12998	0.988	CHGA	13
OncotreeLineage	rescued	Kidney	USE_30324	0.902	PCDH18	594
OncotreeLineage	rescued	Myeloid	USE_31447	0.956	MAP3K1	93
OncotreeLineage	rescued	Skin	USE_12869	0.836	NRXN3	460
OncotreeLineage	rescued	Myeloid	USE_10953	1.02	FLT3	57
OncotreeLineage	rescued	Liver	USE_10231	1.18	PAH	5
