srx	cell_class	cell	cvcl	model_id	lineage	subtype	has_cn	has_dep	qc_pass	reads	pct_mapped	pct_dup	n_peaks
SRX6748250	Prostate	Prostate cancer					0	0	1	15537863	92.2	3.1	38599
SRX6748257	Prostate	Prostate cancer					0	0	1	21488261	94.9	3.3	47865
SRX6748258	Prostate	Prostate cancer					0	0	1	21254690	95.7	3.8	48416
SRX6748259	Prostate	Prostate cancer					0	0	1	36283181	98.7	3.7	63991
SRX6763483	Blood	Macrophages					0	0	1	22778386	91.8	28.4	33102
SRX6763484	Blood	Macrophages					0	0	1	29539972	97.2	30.9	34141
SRX6777402	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	27731999	99.0	38.3	33978
SRX6777405	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	31756722	98.9	40.4	36651
SRX6777407	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	28536195	99.0	39.8	31904
SRX6777410	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	27865956	98.9	37.8	27882
SRX6777412	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	19772690	98.8	16.5	29383
SRX6777413	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	18732656	99.0	19.3	28433
SRX6777417	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	19344879	99.1	16.1	27305
SRX6777418	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	21405017	99.3	16.7	28185
SRX6780857	Neural	Frontal cortex					0	0	1	47645213	94.4	63.6	8118
SRX6780858	Neural	Frontal cortex					0	0	1	41691079	93.6	52.4	12026
SRX6780879	Pluripotent stem cell	iPSC derived neural cells					0	0	1	66321211	96.0	59.3	32800
SRX6780880	Pluripotent stem cell	iPSC derived neural cells					0	0	1	51792141	94.8	69.5	22528
SRX6780881	Pluripotent stem cell	iPSC derived neural cells					0	0	1	58705738	92.5	73.5	18059
SRX6780882	Pluripotent stem cell	iPSC derived neural cells					0	0	1	33581202	98.3	42.4	39784
SRX6780883	Pluripotent stem cell	iPSC derived neural cells					0	0	1	32375115	98.0	44.6	35166
SRX6780884	Pluripotent stem cell	iPSC derived neural cells					0	0	1	55295480	96.8	65.3	22321
SRX6780885	Pluripotent stem cell	iPSC derived neural cells					0	0	1	56436604	93.0	72.0	19312
SRX6780886	Pluripotent stem cell	iPSC derived neural cells					0	0	1	45680220	82.6	67.1	14725
SRX6780887	Pluripotent stem cell	iPSC derived neural cells					0	0	1	32825145	98.2	64.6	24770
SRX6780888	Pluripotent stem cell	iPSC derived neural cells					0	0	1	28689867	97.7	57.7	26152
SRX6783951	Digestive tract	Esophagus squamous epithelium					0	0	1	39097638	97.2	9.2	45875
SRX6783952	Digestive tract	Esophagus squamous epithelium					0	0	1	33561784	96.9	7.1	46465
SRX6783999	Lung	Lung					0	0	1	27014665	97.2	8.2	24611
SRX6784000	Lung	Lung					0	0	1	18767528	98.2	3.8	18455
SRX6784014	Cardiovascular	Tibial Arteries					0	0	1	87634979	98.1	12.2	52666
SRX6784015	Cardiovascular	Tibial Arteries					0	0	1	28174249	98.9	3.8	10678
SRX6784042	Cardiovascular	Left ventricle					0	0	1	20240776	98.1	3.7	17136
SRX6784043	Cardiovascular	Left ventricle					0	0	1	23634151	98.3	4.6	28325
SRX6793410	Blood	HL-60	CVCL_0002	ACH-000002	Myeloid	Acute Myeloid Leukemia	0	0	1	42164835	94.6	46.4	6327
SRX6793412	Blood	MOLM-13	CVCL_2119	ACH-000362	Myeloid	Acute Myeloid Leukemia	1	1	1	34975107	86.5	62.9	11432
SRX6793414	Blood	OCI-AML3	CVCL_1844	ACH-000336	Myeloid	Acute Myeloid Leukemia	1	1	1	45904772	97.4	4.3	22550
SRX6793415	Blood	OCI-AML3	CVCL_1844	ACH-000336	Myeloid	Acute Myeloid Leukemia	1	1	1	44716424	98.7	21.3	19151
SRX6793416	Blood	OCI-AML3	CVCL_1844	ACH-000336	Myeloid	Acute Myeloid Leukemia	1	1	1	53152894	98.4	17.4	27253
SRX6793421	Blood	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	1	1	1	47696761	98.0	9.1	9334
SRX6793422	Blood	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	1	1	1	52733589	95.8	4.6	20115
SRX6793423	Blood	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	1	1	1	44289180	97.4	5.5	22728
SRX6796354	Muscle	RMS	CVCL_W527				0	0	1	34158998	95.2	16.6	23785
SRX6796356	Muscle	RMS	CVCL_W527				0	0	1	30134446	95.2	12.0	39106
SRX6796358	Muscle	RMS	CVCL_W527				0	0	1	34704116	96.2	10.4	45603
SRX6796360	Muscle	RMS	CVCL_W527				0	0	1	33741800	96.1	11.6	42603
SRX6802677	Digestive tract	SW 480	CVCL_0546	ACH-000842	Bowel	Colon Adenocarcinoma	1	0	1	42923101	95.3	2.5	4695
SRX6802679	Digestive tract	SW 837	CVCL_1729	ACH-000421	Bowel	Rectal Adenocarcinoma	1	1	1	26473414	92.1	2.9	16038
SRX6802681	Digestive tract	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma	1	1	1	30473734	74.4	2.1	10932
SRX6802683	Digestive tract	SW 403	CVCL_0545	ACH-000820	Bowel	Colon Adenocarcinoma	1	1	0	17477338	90.7	1.3	84
SRX6802685	Digestive tract	DLD-1	CVCL_0248	ACH-001061	Bowel	Colon Adenocarcinoma	1	1	1	25319787	89.2	4.9	29583
SRX6802687	Digestive tract	SW 948	CVCL_0632	ACH-000680	Bowel	Colon Adenocarcinoma	1	0	1	22607849	83.5	5.2	26811
SRX6802689	Digestive tract	SW 620	CVCL_0547	ACH-000651	Bowel	Colon Adenocarcinoma	1	1	1	28214732	94.8	2.3	9112
SRX6802691	Digestive tract	CW-2	CVCL_1151	ACH-000998	Bowel	Colon Adenocarcinoma	0	0	1	14149055	88.8	1.8	7736
SRX6802693	Digestive tract	HCT-15	CVCL_0292	ACH-000997	Bowel	Colon Adenocarcinoma	1	1	1	35525619	85.4	5.2	25166
SRX6802695	Digestive tract	RKO	CVCL_0504	ACH-000943	Bowel	Colon Adenocarcinoma	1	1	1	24867877	87.2	3.3	15202
SRX6802697	Digestive tract	SNU-C5	CVCL_5112	ACH-000970	Bowel	Colon Adenocarcinoma	0	1	1	39499118	87.7	4.9	20929
SRX6802700	Digestive tract	Colon					0	0	0	6674120	92.7	3.0	86
SRX6802707	Digestive tract	Colon					0	0	1	19610984	94.8	2.1	4304
SRX6802714	Digestive tract	Colon					0	0	1	21312105	91.1	7.3	10545
SRX6802721	Digestive tract	Colon					0	0	0	13411310	95.5	1.3	167
SRX6802728	Digestive tract	Colon					0	0	0	14092178	93.0	1.7	779
SRX6802735	Digestive tract	Colon					0	0	1	11420599	91.5	3.5	4004
SRX6802742	Digestive tract	Colon					0	0	1	13587500	93.0	2.6	10142
SRX6802753	Digestive tract	Colon					0	0	1	39217344	94.6	3.5	9554
SRX6802760	Digestive tract	Colon					0	0	1	31951441	92.3	2.8	12337
SRX6802767	Digestive tract	Colon					0	0	1	11827439	94.0	2.9	15872
SRX6802777	Digestive tract	Colon					0	0	1	19558128	96.5	2.7	15932
SRX6802784	Digestive tract	Colon					0	0	0	3806647	90.2	5.0	224
SRX6802791	Digestive tract	Colon					0	0	1	18106157	94.8	3.5	13809
SRX6802798	Digestive tract	Colon					0	0	1	11569693	96.3	2.2	2204
SRX6802804	Digestive tract	Colon					0	0	1	8416043	89.8	10.6	1181
SRX6802811	Digestive tract	Colorectal cancer					0	0	1	20275373	91.5	3.4	3041
SRX6802818	Digestive tract	Colorectal cancer					0	0	1	24522822	92.8	1.6	3581
SRX6802825	Digestive tract	Colorectal cancer					0	0	1	18863952	94.1	2.2	1116
SRX6802831	Digestive tract	Colorectal cancer					0	0	1	19216029	95.0	1.8	2603
SRX6802838	Digestive tract	Colorectal cancer					0	0	1	5564286	89.9	3.1	1840
SRX6802844	Digestive tract	Colorectal cancer					0	0	1	28386418	92.0	5.9	42751
SRX6802851	Digestive tract	Colorectal cancer					0	0	1	22890959	93.5	2.1	4792
SRX6802858	Digestive tract	Colorectal cancer					0	0	1	10458565	92.0	4.1	9830
SRX6802865	Digestive tract	Colorectal cancer					0	0	1	13584566	94.5	2.8	3166
SRX6802872	Digestive tract	Colorectal cancer					0	0	1	49006923	95.3	3.8	18334
SRX6802879	Digestive tract	Colorectal cancer					0	0	1	24809984	93.9	3.0	15458
SRX6802886	Digestive tract	Colorectal cancer					0	0	1	24493072	89.2	6.4	22115
SRX6802893	Digestive tract	Colorectal cancer					0	0	1	38340590	93.9	8.8	24899
SRX6802900	Digestive tract	Colorectal cancer					0	0	1	12175981	93.6	2.0	2842
SRX6802907	Digestive tract	Colorectal cancer					0	0	1	33453623	95.1	5.1	23321
SRX6802914	Digestive tract	Colorectal cancer					0	0	1	18819859	91.1	1.6	4405
SRX6802918	Digestive tract	Colorectal cancer					0	0	0	13087696	83.7	14.1	317
SRX6802920	Digestive tract	Colorectal cancer					0	0	1	38237823	82.3	10.9	6423
SRX6802922	Digestive tract	Colorectal cancer					0	0	1	66989839	96.5	17.0	11576
SRX6802924	Digestive tract	Colorectal cancer					0	0	1	28237972	91.9	9.7	3183
SRX6802926	Digestive tract	Colorectal cancer					0	0	1	50820176	96.9	12.9	2529
SRX6802928	Digestive tract	Colorectal cancer					0	0	1	31714644	96.5	11.5	2032
SRX6802930	Digestive tract	Colorectal cancer					0	0	1	36689202	96.9	11.8	5839
SRX6802932	Digestive tract	Colorectal cancer					0	0	1	41101390	96.5	14.4	18997
SRX6802934	Digestive tract	Colorectal cancer					0	0	1	50564557	97.8	7.0	6362
SRX6802936	Digestive tract	Colorectal cancer					0	0	1	26026837	89.3	13.6	1043
SRX6802938	Digestive tract	Colorectal cancer					0	0	1	28942074	72.8	12.5	2079
SRX6802940	Digestive tract	Colorectal cancer					0	0	1	15084315	87.9	16.4	2362
SRX6802942	Digestive tract	Colorectal cancer					0	0	1	29085767	91.3	12.4	5887
SRX6802944	Digestive tract	Colorectal cancer					0	0	1	22394680	94.4	15.0	3222
SRX6802946	Digestive tract	Colorectal cancer					0	0	1	34547396	96.0	9.9	5964
SRX6802948	Digestive tract	Colorectal cancer					0	0	1	34999018	96.0	12.9	4899
SRX6802950	Digestive tract	Colorectal cancer					0	0	1	49765026	96.6	13.8	14530
SRX6802952	Digestive tract	Colorectal cancer					0	0	1	103287995	96.9	7.9	10191
SRX6802954	Digestive tract	Colon adenoma					0	0	1	21860618	81.8	1.2	2631
SRX6802956	Digestive tract	Colon adenoma					0	0	1	28337493	83.7	1.5	8773
SRX6802958	Digestive tract	Colon adenoma					0	0	1	35456285	88.4	5.0	33943
SRX6802960	Digestive tract	Colon adenoma					0	0	1	11736931	84.3	1.1	3755
SRX6802962	Digestive tract	Colon					0	0	1	17744977	75.3	1.2	1620
SRX6802964	Digestive tract	Colon					0	0	1	16758386	74.1	1.9	2645
SRX6802966	Digestive tract	Colon					0	0	1	26819948	84.6	1.6	12337
SRX6802968	Digestive tract	Colon					0	0	1	32970428	89.0	1.3	1748
SRX680491	Kidney	293	CVCL_0045				0	0	1	18457166	98.1	13.6	26670
SRX6824668	Muscle	JR-1	CVCL_J063				0	0	1	34005197	96.9	18.7	49098
SRX6824669	Muscle	JR-1	CVCL_J063				0	0	1	21238847	91.7	25.0	1511
SRX6824671	Unclassified	Unclassified					0	0	1	38990976	96.0	11.8	49965
SRX6824673	Unclassified	Unclassified					0	0	1	34909881	95.7	11.4	49963
SRX6824680	Muscle	Rhabdomyosarcoma					0	0	1	34899447	93.7	12.7	44207
SRX6827749	Prostate	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma	1	1	0	15558548	0.0	9.0	0
SRX6827750	Prostate	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma	1	1	0	16408367	0.0	8.8	0
SRX6827751	Prostate	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma	1	1	0	16015513	0.0	10.7	0
SRX6827752	Prostate	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma	1	1	0	15756348	0.0	9.0	0
SRX6827753	Prostate	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma	1	1	0	17018754	0.0	9.3	0
SRX6827754	Prostate	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma	1	1	0	15451710	0.0	7.2	0
SRX6827755	Prostate	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma	1	1	0	39098748	0.0	11.1	0
SRX6827756	Prostate	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma	1	1	0	36470267	0.0	12.5	0
SRX6832440	Digestive tract	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma	1	1	1	26154028	95.1	2.7	7062
SRX683856	Blood	SU-DHL-6	CVCL_2206	ACH-000611	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	0	0	1	35763497	96.6	12.8	31023
SRX683858	Blood	HBL-1	CVCL_M572				0	0	1	39002698	96.9	21.5	50240
SRX683860	Blood	OCI-LY-3	CVCL_8800	ACH-000158	Lymphoid	Activated B-cell Type	0	0	1	49016517	97.2	30.7	62586
SRX683862	Blood	OCI-LY4	CVCL_8801				0	0	1	42221299	95.1	12.6	55371
SRX683864	Blood	Toledo	CVCL_3611	ACH-000285	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	0	0	1	41457817	96.5	17.5	57881
SRX6845067	Others	BT-12	CVCL_M155	ACH-000160	CNS/Brain	Atypical Teratoid/Rhabdoid Tumor	1	1	1	33375326	56.2	5.1	5542
SRX6845068	Others	BT-12	CVCL_M155	ACH-000160	CNS/Brain	Atypical Teratoid/Rhabdoid Tumor	1	1	1	30848342	61.1	2.5	1113
SRX6845069	Others	BT-12	CVCL_M155	ACH-000160	CNS/Brain	Atypical Teratoid/Rhabdoid Tumor	1	1	1	30535632	69.1	9.6	4569
SRX6845070	Others	BT-12	CVCL_M155	ACH-000160	CNS/Brain	Atypical Teratoid/Rhabdoid Tumor	1	1	1	27620351	65.8	2.1	1231
SRX6845071	Others	BT-12	CVCL_M155	ACH-000160	CNS/Brain	Atypical Teratoid/Rhabdoid Tumor	1	1	1	32230038	62.4	4.9	3956
SRX6845072	Others	BT-12	CVCL_M155	ACH-000160	CNS/Brain	Atypical Teratoid/Rhabdoid Tumor	1	1	1	28784524	57.4	6.6	8332
SRX6845073	Others	BT-12	CVCL_M155	ACH-000160	CNS/Brain	Atypical Teratoid/Rhabdoid Tumor	1	1	1	30942161	68.6	3.4	3256
SRX6845074	Others	BT-12	CVCL_M155	ACH-000160	CNS/Brain	Atypical Teratoid/Rhabdoid Tumor	1	1	1	30470168	64.6	3.2	1746
SRX6845075	Others	BT-12	CVCL_M155	ACH-000160	CNS/Brain	Atypical Teratoid/Rhabdoid Tumor	1	1	1	32319756	53.1	5.2	7978
SRX6849119	Neural	HRPEpiC					0	0	1	23687511	99.0	3.2	24758
SRX685191	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	18411982	98.6	7.3	1652
SRX685192	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	16787436	97.8	12.2	8938
SRX685193	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	17163929	98.1	11.3	10598
SRX685194	Breast	LTED cells					0	0	1	16678168	99.0	14.2	6070
SRX685195	Breast	LTED cells					0	0	1	18035751	99.3	6.1	8872
SRX685196	Breast	LTED cells					0	0	1	16908803	97.1	10.6	11368
SRX6852781	Lung	HCC95	CVCL_5137	ACH-000454	Lung	Lung Squamous Cell Carcinoma	1	1	1	20440274	98.3	2.3	19775
SRX6852782	Lung	HARA	CVCL_2914	ACH-000843	Lung	Lung Squamous Cell Carcinoma	1	1	1	14215550	98.2	15.4	20166
SRX6852783	Lung	KNS-62	CVCL_1335	ACH-000858	Lung	Lung Squamous Cell Carcinoma	1	1	1	9293397	97.8	2.9	18334
SRX6852784	Lung	HCC2814	CVCL_V586	ACH-000690	Lung	Lung Squamous Cell Carcinoma	0	0	1	9204770	97.0	3.0	10729
SRX6852785	Lung	LC-1/sq-SF	CVCL_5480	ACH-001113	Lung	Lung Squamous Cell Carcinoma	0	0	1	17898697	97.1	19.1	27487
SRX6852786	Lung	LK-2	CVCL_1377	ACH-000769	Lung	Lung Squamous Cell Carcinoma	1	1	0	4245835	96.7	25.2	9816
SRX6852787	Lung	LK-2	CVCL_1377	ACH-000769	Lung	Lung Squamous Cell Carcinoma	1	1	0	5334673	96.0	38.7	483
SRX6852788	Lung	NCI-H520	CVCL_1566	ACH-000395	Lung	Lung Squamous Cell Carcinoma	1	1	1	5658614	85.5	7.2	3612
SRX6852789	Lung	NCI-H520	CVCL_1566	ACH-000395	Lung	Lung Squamous Cell Carcinoma	1	1	1	5836295	98.8	8.4	7626
SRX6852790	Lung	HCC2450	CVCL_5133	ACH-000975	Lung	Lung Squamous Cell Carcinoma	1	1	1	9787017	98.4	5.9	25624
SRX6852791	Lung	Sq-1	CVCL_4900	ACH-000553	Lung	Lung Squamous Cell Carcinoma	0	0	1	6888515	83.5	8.4	3986
SRX6852792	Lung	Calu-1	CVCL_0608	ACH-000511	Lung	Lung Squamous Cell Carcinoma	1	1	1	7155307	94.5	10.4	19305
SRX6852793	Lung	EBC-1	CVCL_2891	ACH-000563	Lung	Lung Squamous Cell Carcinoma	0	1	1	7070363	91.8	13.5	22775
SRX6852794	Lung	NCI-H2887	CVCL_5159	ACH-000251	Lung	Non-Small Cell Lung Cancer	1	1	1	14339156	96.3	3.8	22444
SRX6852795	Lung	HCC2279	CVCL_5131	ACH-000731	Lung	Lung Adenosquamous Carcinoma	0	0	1	6625313	97.0	2.3	14017
SRX6852816	Lung	LK-2	CVCL_1377	ACH-000769	Lung	Lung Squamous Cell Carcinoma	1	1	0	3534369	99.1	3.0	7704
SRX6852817	Lung	LK-2	CVCL_1377	ACH-000769	Lung	Lung Squamous Cell Carcinoma	1	1	0	2582431	98.3	2.8	6749
SRX6853170	Bone	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma	1	1	1	21935772	88.7	9.1	36418
SRX6853171	Bone	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma	1	1	1	19616554	89.5	8.5	36591
SRX685318	Epidermis	Melanoma					0	0	1	37643136	98.7	31.6	12963
SRX685319	Epidermis	Melanoma					0	0	1	31093752	99.2	27.2	28950
SRX685320	Epidermis	Melanoma					0	0	1	33260082	98.8	25.0	20695
SRX685321	Epidermis	Melanoma					0	0	1	26881036	99.3	74.3	14930
SRX685322	Epidermis	Melanoma					0	0	1	31265129	99.2	15.3	26326
SRX685323	Epidermis	Melanoma					0	0	1	43384573	99.4	57.2	25788
SRX685324	Epidermis	Melanoma					0	0	1	26623504	98.8	69.0	15137
SRX685325	Epidermis	Melanoma					0	0	1	28331557	99.1	11.8	24836
SRX685326	Epidermis	Melanoma					0	0	1	28891762	99.1	29.3	26548
SRX685327	Epidermis	Melanoma					0	0	1	30960315	98.2	11.3	14272
SRX685328	Epidermis	SK-MEL-5	CVCL_0527	ACH-000730	Skin	Cutaneous Melanoma	1	0	1	35986788	98.2	14.9	22802
SRX6860621	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	43911150	96.8	12.8	30023
SRX6860626	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	41931431	97.1	10.8	25844
SRX6860633	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	35346963	98.1	19.1	39453
SRX6860638	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	36446592	98.2	21.7	39227
SRX6860644	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	38299926	98.5	19.3	42661
SRX6860649	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	37539502	98.2	21.0	43222
SRX6860688	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	37301670	98.2	20.5	38508
SRX6860693	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	34178547	97.9	22.0	41009
SRX6864851	Blood	Thymus					0	0	1	31547088	92.4	31.1	14805
SRX6864853	Blood	Thymus					0	0	0	22126855	95.7	13.4	896
SRX6864854	Blood	Thymus					0	0	1	28486899	95.1	35.9	1250
SRX6864857	Blood	Thymus					0	0	1	27774002	96.3	18.6	18570
SRX6866210	Blood	HL-60	CVCL_0002	ACH-000002	Myeloid	Acute Myeloid Leukemia	0	0	1	10972358	94.6	34.2	20329
SRX6866211	Blood	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	1	1	1	15482116	95.1	11.8	26796
SRX6866212	Blood	MKPL-1	CVCL_2116				0	0	1	15393443	96.7	29.3	24264
SRX6866213	Blood	MV-4-11	CVCL_0064	ACH-000045	Myeloid	Acute Myeloid Leukemia	1	1	1	20818771	97.9	33.4	35260
SRX6866214	Blood	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia	1	1	1	6739107	91.2	35.6	15200
SRX6866215	Blood	U-937	CVCL_0007	ACH-000406	Myeloid	Acute Myeloid Leukemia	1	1	1	13160319	98.1	22.2	35671
SRX6867665	Pluripotent stem cell	hESC H9					0	0	1	26190779	97.2	60.3	19244
SRX6867666	Pluripotent stem cell	hESC H9					0	0	1	26827115	97.2	41.8	20435
SRX6872939	Blood	KOPT-K1	CVCL_4965				0	0	1	36959535	88.8	1.2	3874
SRX6872946	Blood	KOPT-K1	CVCL_4965				0	0	1	30049388	90.0	0.7	6468
SRX6872955	Blood	KOPT-K1	CVCL_4965				0	0	1	36218809	92.2	0.7	1665
SRX6872962	Blood	KOPT-K1	CVCL_4965				0	0	1	40846936	91.6	0.9	2250
SRX6872969	Blood	KOPT-K1	CVCL_4965				0	0	1	37243423	90.5	1.4	5860
SRX6878599	Prostate	LNCAP	CVCL_0395				0	0	1	19065047	98.3	2.5	52368
SRX6878600	Prostate	LNCAP	CVCL_0395				0	0	1	19961100	97.3	3.0	54320
SRX6878601	Prostate	LNCAP	CVCL_0395				0	0	1	33218705	98.3	4.0	72056
SRX6878602	Prostate	LNCAP	CVCL_0395				0	0	1	30282030	98.3	2.9	54888
SRX6887583	Neural	White Matter					0	0	0	24175260	91.2	2.3	549
SRX6887584	Neural	White Matter					0	0	0	29035691	91.6	2.7	630
SRX6887585	Neural	White Matter					0	0	1	33993601	91.0	2.4	1097
SRX6896404	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	0	63023946	44.1	26.4	774
SRX6896405	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	59465425	41.1	18.6	1267
SRX6902795	Others	HONE-1	CVCL_8706				0	0	1	24157234	95.0	16.8	35930
SRX6902796	Others	HONE-1	CVCL_8706				0	0	1	24831026	95.0	17.7	35768
SRX6902863	Blood	CD34+					0	0	1	39619686	97.5	3.4	24706
SRX6902864	Blood	CD34+					0	0	1	42959061	97.6	2.9	17016
SRX6902865	Blood	CD34+					0	0	1	40082675	98.4	2.9	15792
SRX6909697	Blood	697	CVCL_0079	ACH-000070	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1	1	1	1	36508556	97.4	62.8	18505
SRX6913051	Blood	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia	1	1	1	19620435	98.5	2.4	10969
SRX6913052	Blood	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia	1	1	1	7158501	98.6	2.0	1736
SRX6913053	Blood	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia	1	1	1	10277937	98.6	2.1	5404
SRX6913070	Blood	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia	1	1	1	19659210	98.5	11.2	36371
SRX6913071	Blood	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia	1	1	1	16800682	98.6	2.9	19188
SRX6913084	Blood	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	1	1	1	17580700	98.7	9.1	33220
SRX6913092	Blood	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	1	1	1	19437982	98.8	13.0	35289
SRX6913740	Uterus	Uterin leiomyoma					0	0	1	63953904	94.3	40.3	18945
SRX6913741	Uterus	Uterin leiomyoma					0	0	1	35795456	77.5	40.4	63615
SRX6913742	Uterus	Uterin leiomyoma					0	0	1	41299289	90.0	38.5	69277
SRX693090	Pluripotent stem cell	ES cells					0	0	1	36867536	98.8	1.9	8793
SRX693091	Pluripotent stem cell	ES cells					0	0	1	38321682	89.9	3.8	6887
SRX693092	Pluripotent stem cell	ES cells					0	0	0	20884620	85.2	2.3	670
SRX693093	Pluripotent stem cell	ES cells					0	0	1	24160259	86.2	3.0	2861
SRX6937024	Neural	KELLY	CVCL_2092	ACH-000259	Peripheral Nervous System	Neuroblastoma	1	1	1	49514704	98.3	15.8	34844
SRX6937029	Neural	LA-N-5	CVCL_0389				0	0	1	51070755	98.4	11.4	32439
SRX6937034	Neural	NB-1643	CVCL_5627	ACH-001303	Peripheral Nervous System	Neuroblastoma	1	1	1	51483891	98.3	16.2	36970
SRX6937039	Neural	NB69	CVCL_1448	ACH-002083	Peripheral Nervous System	Neuroblastoma	0	1	1	61914659	98.3	9.8	38239
SRX6937044	Neural	NBL-S	CVCL_2136				0	0	1	58682019	98.3	10.4	38490
SRX6937049	Neural	NGP	CVCL_2141	ACH-001366	Peripheral Nervous System	Neuroblastoma	1	1	1	47997924	98.3	17.6	39728
SRX6937054	Neural	SK-N-AS	CVCL_1700	ACH-000260	Peripheral Nervous System	Neuroblastoma	1	1	1	51336395	98.5	10.6	37539
SRX6937059	Neural	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma	1	1	1	52486757	97.8	17.2	43573
SRX6937064	Neural	SK-N-FI	CVCL_1702	ACH-000341	Peripheral Nervous System	Neuroblastoma	1	1	1	33199069	98.3	7.9	36276
SRX6937069	Neural	COG-N-415	CVCL_AQ23				0	0	1	57164592	97.9	14.6	32520
SRX6952610	Prostate	42D	CVCL_J273				0	0	1	47946590	91.9	35.8	23906
SRX6957400	Kidney	HGrC1	CVCL_KB28				0	0	1	37090525	98.4	10.4	20681
SRX6957407	Kidney	HGrC1	CVCL_KB28				0	0	1	69495506	98.3	12.8	43847
SRX6957417	Gonad	KGN	CVCL_0375	ACH-002149	Ovary/Fallopian Tube	Granulosa Cell Tumor	0	0	1	35052764	97.2	11.5	47565
SRX6957419	Gonad	KGN	CVCL_0375	ACH-002149	Ovary/Fallopian Tube	Granulosa Cell Tumor	0	0	1	28846003	98.1	8.5	46770
