srx	cell	cvcl	model_id	lineage	subtype
SRX5692324	MOLM-13	CVCL_2119	ACH-000362	Myeloid	Acute Myeloid Leukemia
SRX5692325	MOLM-13	CVCL_2119	ACH-000362	Myeloid	Acute Myeloid Leukemia
SRX5729955	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX5786512	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5786513	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5786514	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5786515	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5806607	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5806608	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5836721	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma
SRX5853002	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX5853003	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX5853004	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX5853005	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX5865726	HEL	CVCL_0001	ACH-000004	Myeloid	Acute Myeloid Leukemia
SRX5865728	HEL	CVCL_0001	ACH-000004	Myeloid	Acute Myeloid Leukemia
SRX5865730	Kasumi-1	CVCL_0589	ACH-000263	Myeloid	Acute Myeloid Leukemia
SRX5866148	KYSE-150	CVCL_1348	ACH-000855	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma
SRX5866150	KYSE-180	CVCL_1349	ACH-000693	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma
SRX5880866	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX5883953	KMS-11	CVCL_2989	ACH-000714	Lymphoid	Plasma Cell Myeloma
SRX5907956	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX5907957	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX5907958	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX5907959	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX5907960	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX5907961	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX5930150	RH-4	CVCL_5916	ACH-001765	Soft Tissue	Alveolar Rhabdomyosarcoma
SRX5930151	RH-4	CVCL_5916	ACH-001765	Soft Tissue	Alveolar Rhabdomyosarcoma
SRX5930152	RH-4	CVCL_5916	ACH-001765	Soft Tissue	Alveolar Rhabdomyosarcoma
SRX5938172	FaDu	CVCL_1218	ACH-000846	Head and Neck	Hypopharynx Squamous Cell Carcinoma
SRX5938173	FaDu	CVCL_1218	ACH-000846	Head and Neck	Hypopharynx Squamous Cell Carcinoma
SRX5938174	FaDu	CVCL_1218	ACH-000846	Head and Neck	Hypopharynx Squamous Cell Carcinoma
SRX5974500	Jurkat	CVCL_0065	ACH-000995	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX5974515	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX5974516	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX5974531	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX5974532	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX5974547	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX5974548	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX5974563	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX5974564	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX5974579	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX5974580	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX5975299	143B	CVCL_2270	ACH-001001	Bone	Osteosarcoma
SRX5975304	143B	CVCL_2270	ACH-001001	Bone	Osteosarcoma
SRX5975309	MG-63	CVCL_0426	ACH-000359	Bone	Osteosarcoma
SRX5975314	MG-63	CVCL_0426	ACH-000359	Bone	Osteosarcoma
SRX5985307	SU-DHL-4	CVCL_0539	ACH-000365	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX5985309	SU-DHL-4	CVCL_0539	ACH-000365	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX5985311	SU-DHL-4	CVCL_0539	ACH-000365	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX5985313	SU-DHL-4	CVCL_0539	ACH-000365	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX5985315	SU-DHL-4	CVCL_0539	ACH-000365	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX5985317	SU-DHL-4	CVCL_0539	ACH-000365	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX6027743	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX6027749	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX6054274	SK-UT-1	CVCL_0533	ACH-000939	Uterus	Uterine Leiomyosarcoma
SRX6054275	SK-UT-1	CVCL_0533	ACH-000939	Uterus	Uterine Leiomyosarcoma
SRX6054276	SK-UT-1	CVCL_0533	ACH-000939	Uterus	Uterine Leiomyosarcoma
SRX6060981	JH-EsoAd1	CVCL_8098	ACH-000216	Esophagus/Stomach	Esophageal Adenocarcinoma
SRX6060990	OE19	CVCL_1622	ACH-000679	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma
SRX6060992	OE33	CVCL_0471	ACH-000383	Esophagus/Stomach	Esophageal Adenocarcinoma
SRX6093293	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX6093294	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX610761	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX6175591	A-673	CVCL_0080	ACH-000052	Bone	Ewing Sarcoma
SRX6175600	A-673	CVCL_0080	ACH-000052	Bone	Ewing Sarcoma
SRX6175609	A-673	CVCL_0080	ACH-000052	Bone	Ewing Sarcoma
SRX6175618	A-673	CVCL_0080	ACH-000052	Bone	Ewing Sarcoma
SRX6175627	TC-71	CVCL_2213	ACH-000424	Bone	Ewing Sarcoma
SRX6175635	TC-71	CVCL_2213	ACH-000424	Bone	Ewing Sarcoma
SRX6175644	TC-71	CVCL_2213	ACH-000424	Bone	Ewing Sarcoma
SRX6351511	HAP1	CVCL_Y019	ACH-002475	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX6351512	HAP1	CVCL_Y019	ACH-002475	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX6430556	KARPAS-422	CVCL_1325	ACH-000315	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX6430561	KARPAS-422	CVCL_1325	ACH-000315	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX6430566	KARPAS-422	CVCL_1325	ACH-000315	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX6483129	NGP	CVCL_2141	ACH-001366	Peripheral Nervous System	Neuroblastoma
SRX6483135	NGP	CVCL_2141	ACH-001366	Peripheral Nervous System	Neuroblastoma
SRX6483141	NGP	CVCL_2141	ACH-001366	Peripheral Nervous System	Neuroblastoma
SRX648525	Jurkat	CVCL_0065	ACH-000995	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX648526	Jurkat	CVCL_0065	ACH-000995	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX6639039	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX6639040	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX6651672	697	CVCL_0079	ACH-000070	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1
SRX6651674	697	CVCL_0079	ACH-000070	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1
SRX6651676	697	CVCL_0079	ACH-000070	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1
SRX6651678	697	CVCL_0079	ACH-000070	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1
SRX669646	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX669647	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX6704386	BC-1	CVCL_1079	ACH-002214	Lymphoid	Primary Effusion Lymphoma
SRX6704394	BC-3	CVCL_1080	ACH-002215	Lymphoid	Primary Effusion Lymphoma
SRX6712582	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX6712583	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX6746433	BC-3	CVCL_1080	ACH-002215	Lymphoid	Primary Effusion Lymphoma
SRX6746437	BC-1	CVCL_1079	ACH-002214	Lymphoid	Primary Effusion Lymphoma
SRX6777402	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX6777405	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX6777407	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX6777410	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX6777412	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX6777413	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX6777417	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX6777418	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX6793412	MOLM-13	CVCL_2119	ACH-000362	Myeloid	Acute Myeloid Leukemia
SRX6793414	OCI-AML3	CVCL_1844	ACH-000336	Myeloid	Acute Myeloid Leukemia
SRX6793415	OCI-AML3	CVCL_1844	ACH-000336	Myeloid	Acute Myeloid Leukemia
SRX6793416	OCI-AML3	CVCL_1844	ACH-000336	Myeloid	Acute Myeloid Leukemia
SRX6793421	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX6793422	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX6793423	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX6802677	SW 480	CVCL_0546	ACH-000842	Bowel	Colon Adenocarcinoma
SRX6802679	SW 837	CVCL_1729	ACH-000421	Bowel	Rectal Adenocarcinoma
SRX6802681	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX6802685	DLD-1	CVCL_0248	ACH-001061	Bowel	Colon Adenocarcinoma
SRX6802687	SW 948	CVCL_0632	ACH-000680	Bowel	Colon Adenocarcinoma
SRX6802689	SW 620	CVCL_0547	ACH-000651	Bowel	Colon Adenocarcinoma
SRX6802693	HCT-15	CVCL_0292	ACH-000997	Bowel	Colon Adenocarcinoma
SRX6802695	RKO	CVCL_0504	ACH-000943	Bowel	Colon Adenocarcinoma
SRX6832440	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX6845067	BT-12	CVCL_M155	ACH-000160	CNS/Brain	Atypical Teratoid/Rhabdoid Tumor
SRX6845068	BT-12	CVCL_M155	ACH-000160	CNS/Brain	Atypical Teratoid/Rhabdoid Tumor
SRX6845069	BT-12	CVCL_M155	ACH-000160	CNS/Brain	Atypical Teratoid/Rhabdoid Tumor
SRX6845070	BT-12	CVCL_M155	ACH-000160	CNS/Brain	Atypical Teratoid/Rhabdoid Tumor
SRX6845071	BT-12	CVCL_M155	ACH-000160	CNS/Brain	Atypical Teratoid/Rhabdoid Tumor
SRX6845072	BT-12	CVCL_M155	ACH-000160	CNS/Brain	Atypical Teratoid/Rhabdoid Tumor
SRX6845073	BT-12	CVCL_M155	ACH-000160	CNS/Brain	Atypical Teratoid/Rhabdoid Tumor
SRX6845074	BT-12	CVCL_M155	ACH-000160	CNS/Brain	Atypical Teratoid/Rhabdoid Tumor
SRX6845075	BT-12	CVCL_M155	ACH-000160	CNS/Brain	Atypical Teratoid/Rhabdoid Tumor
SRX685191	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX685192	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX685193	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX6852781	HCC95	CVCL_5137	ACH-000454	Lung	Lung Squamous Cell Carcinoma
SRX6852782	HARA	CVCL_2914	ACH-000843	Lung	Lung Squamous Cell Carcinoma
SRX6852783	KNS-62	CVCL_1335	ACH-000858	Lung	Lung Squamous Cell Carcinoma
SRX6852788	NCI-H520	CVCL_1566	ACH-000395	Lung	Lung Squamous Cell Carcinoma
SRX6852789	NCI-H520	CVCL_1566	ACH-000395	Lung	Lung Squamous Cell Carcinoma
SRX6852790	HCC2450	CVCL_5133	ACH-000975	Lung	Lung Squamous Cell Carcinoma
SRX6852792	Calu-1	CVCL_0608	ACH-000511	Lung	Lung Squamous Cell Carcinoma
SRX6852794	NCI-H2887	CVCL_5159	ACH-000251	Lung	Non-Small Cell Lung Cancer
SRX6853170	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX6853171	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX685328	SK-MEL-5	CVCL_0527	ACH-000730	Skin	Cutaneous Melanoma
SRX6860621	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX6860626	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX6860633	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX6860638	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX6860644	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX6860649	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX6860688	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX6860693	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX6866211	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX6866213	MV-4-11	CVCL_0064	ACH-000045	Myeloid	Acute Myeloid Leukemia
SRX6866214	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX6866215	U-937	CVCL_0007	ACH-000406	Myeloid	Acute Myeloid Leukemia
SRX6896405	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX6909697	697	CVCL_0079	ACH-000070	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1
SRX6913051	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX6913052	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX6913053	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX6913070	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX6913071	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX6913084	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX6913092	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX6937024	KELLY	CVCL_2092	ACH-000259	Peripheral Nervous System	Neuroblastoma
SRX6937034	NB-1643	CVCL_5627	ACH-001303	Peripheral Nervous System	Neuroblastoma
SRX6937049	NGP	CVCL_2141	ACH-001366	Peripheral Nervous System	Neuroblastoma
SRX6937054	SK-N-AS	CVCL_1700	ACH-000260	Peripheral Nervous System	Neuroblastoma
SRX6937059	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX6937064	SK-N-FI	CVCL_1702	ACH-000341	Peripheral Nervous System	Neuroblastoma
SRX6970838	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX6970839	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX7030814	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX7030815	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX7030818	Hep G2	CVCL_0027	ACH-000739	Liver	Hepatoblastoma
SRX7030820	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX7030821	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX7057664	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX7057666	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX7083396	RAMOS	CVCL_0597	ACH-001636	Lymphoid	Burkitt Lymphoma
SRX710478	MV-4-11	CVCL_0064	ACH-000045	Myeloid	Acute Myeloid Leukemia
SRX710479	MV-4-11	CVCL_0064	ACH-000045	Myeloid	Acute Myeloid Leukemia
SRX712804	A-375	CVCL_0132	ACH-000219	Skin	Melanoma
SRX7135412	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX7135413	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX7135414	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX7135415	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX7157532	T3M-4	CVCL_4056	ACH-000085	Pancreas	Pancreatic Adenocarcinoma
SRX716561	SF268	CVCL_1689	ACH-000655	CNS/Brain	Astrocytoma
SRX716562	SF268	CVCL_1689	ACH-000655	CNS/Brain	Astrocytoma
SRX718143	A-673	CVCL_0080	ACH-000052	Bone	Ewing Sarcoma
SRX718150	A-673	CVCL_0080	ACH-000052	Bone	Ewing Sarcoma
SRX718151	A-673	CVCL_0080	ACH-000052	Bone	Ewing Sarcoma
SRX718153	A-673	CVCL_0080	ACH-000052	Bone	Ewing Sarcoma
SRX718154	A-673	CVCL_0080	ACH-000052	Bone	Ewing Sarcoma
SRX722329	RAMOS	CVCL_0597	ACH-001636	Lymphoid	Burkitt Lymphoma
SRX7223828	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX7223829	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX7223830	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX7223831	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX7223832	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX7223833	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX7223900	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX7223904	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX7254951	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX7254952	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX725577	Jurkat	CVCL_0065	ACH-000995	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX725581	Jurkat	CVCL_0065	ACH-000995	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX725585	Jurkat	CVCL_0065	ACH-000995	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX730456	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX730457	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX730458	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX730460	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX730461	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX734238	NCI-H69	CVCL_1579	ACH-000358	Lung	Small Cell Lung Cancer
SRX734241	NCI-H82	CVCL_1591	ACH-000355	Lung	Small Cell Lung Cancer
SRX7347995	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX7347996	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX7347997	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX7347998	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX7347999	ZR-75-1	CVCL_0588	ACH-000097	Breast	Breast Invasive Ductal Carcinoma
SRX7348000	ZR-75-1	CVCL_0588	ACH-000097	Breast	Breast Invasive Ductal Carcinoma
SRX7348001	ZR-75-1	CVCL_0588	ACH-000097	Breast	Breast Invasive Ductal Carcinoma
SRX7348002	ZR-75-1	CVCL_0588	ACH-000097	Breast	Breast Invasive Ductal Carcinoma
SRX7367724	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX7367725	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX7367738	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX7367739	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX7367752	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX7367753	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX743828	KELLY	CVCL_2092	ACH-000259	Peripheral Nervous System	Neuroblastoma
SRX743835	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX755288	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX7556069	BT-549	CVCL_1092	ACH-000288	Breast	Breast Invasive Carcinoma, NOS
SRX7556070	Hs 578T	CVCL_0332	ACH-000148	Breast	Breast Invasive Carcinoma, NOS
SRX7556071	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX7556072	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX7556073	MDA-MB-468	CVCL_0419	ACH-000849	Breast	Invasive Breast Carcinoma
SRX7556074	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX7556075	SF268	CVCL_1689	ACH-000655	CNS/Brain	Astrocytoma
SRX7556076	SF-295	CVCL_1690	ACH-000376	CNS/Brain	Glioblastoma
SRX7556077	SF539	CVCL_1691	ACH-000273	CNS/Brain	Gliosarcoma
SRX7556079	SNB-75	CVCL_1706	ACH-000504	CNS/Brain	Glioblastoma
SRX7556080	U-251 MG	CVCL_0021	ACH-000232	CNS/Brain	Astrocytoma
SRX7556083	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX7556084	HCT-15	CVCL_0292	ACH-000997	Bowel	Colon Adenocarcinoma
SRX7556085	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma
SRX7556086	KM-12	CVCL_1331	ACH-000969	Bowel	Colon Adenocarcinoma
SRX7556087	SW 620	CVCL_0547	ACH-000651	Bowel	Colon Adenocarcinoma
SRX7556088	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX7556089	EKVX	CVCL_1195	ACH-000706	Lung	Lung Adenocarcinoma
SRX7556090	HOP-62	CVCL_1285	ACH-000861	Lung	Lung Adenocarcinoma
SRX7556092	NCI-H226	CVCL_1544	ACH-000367	Pleura	Pleural Mesothelioma, Epithelioid Type
SRX7556093	NCI-H23	CVCL_1547	ACH-000900	Lung	Lung Adenocarcinoma
SRX7556095	NCI-H460	CVCL_0459	ACH-000463	Lung	Large Cell Lung Carcinoma
SRX7556099	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX7556101	RPMI 8226	CVCL_0014	ACH-000817	Lymphoid	Plasma Cell Myeloma
SRX7556102	SR	CVCL_1711	ACH-000338	Lymphoid	Anaplastic Large-Cell Lymphoma ALK Positive
SRX7556103	LOX-IMVI	CVCL_1381	ACH-000750	Skin	Melanoma
SRX7556107	SK-MEL-2	CVCL_0069	ACH-001190	Skin	Melanoma
SRX7556109	SK-MEL-5	CVCL_0527	ACH-000730	Skin	Cutaneous Melanoma
SRX7556110	UACC-257	CVCL_1779	ACH-000579	Skin	Melanoma
SRX7556112	IGROV-1	CVCL_1304	ACH-000966	Ovary/Fallopian Tube	Endometrioid Ovarian Cancer
SRX7556114	OVCAR-3	CVCL_0465	ACH-000001	Ovary/Fallopian Tube	High-Grade Serous Ovarian Cancer
SRX7556115	OVCAR-4	CVCL_1627	ACH-000617	Ovary/Fallopian Tube	High-Grade Serous Ovarian Cancer
SRX7556116	OVCAR-5	CVCL_1628	ACH-001151	Ovary/Fallopian Tube	High-Grade Serous Ovarian Cancer
SRX7556117	OVCAR-8	CVCL_1629	ACH-000696	Ovary/Fallopian Tube	High-Grade Serous Ovarian Cancer
SRX7556118	SK-OV-3	CVCL_0532	ACH-000811	Ovary/Fallopian Tube	Serous Ovarian Cancer
SRX7556119	DU 145	CVCL_0105	ACH-000979	Prostate	Prostate Adenocarcinoma
SRX7556120	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma
SRX7556121	786-O	CVCL_1051	ACH-000649	Kidney	Renal Clear Cell Carcinoma
SRX7556123	ACHN	CVCL_1067	ACH-000046	Kidney	Papillary Renal Cell Carcinoma
SRX7556124	Caki-1	CVCL_0234	ACH-000433	Kidney	Renal Clear Cell Carcinoma
SRX7582518	RH-4	CVCL_5916	ACH-001765	Soft Tissue	Alveolar Rhabdomyosarcoma
SRX7582519	RH-4	CVCL_5916	ACH-001765	Soft Tissue	Alveolar Rhabdomyosarcoma
SRX7585989	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX7585995	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX7586003	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX7615735	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX7635189	NCI-H3122	CVCL_5160	ACH-000337	Lung	Lung Adenocarcinoma
